Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,children,duration
College Graduate,Divorced,39996,11,0,3,0,0,1,1,1,0,2,6,0,49,No,2,9.502623773671003
College Graduate,Divorced,26759,25,3,16,8,5,2,2,2,1,3,6,0,51,No,1,9.78724617841661
Master,Divorced,63841,635,15,100,20,7,131,1,9,3,9,6,0,55,No,1,10.586812685375314
PhD,Married,51039,100,64,79,65,0,109,2,6,2,4,7,0,54,No,2,10.94809491216062
College Graduate,Married,60544,201,2,43,3,5,35,4,5,1,5,6,0,62,No,2,11.241159023499884
College Graduate,Married,65685,642,14,49,0,7,57,1,9,2,9,5,0,51,No,1,9.650467716176136
College Graduate,Married,37716,97,1,41,6,2,41,2,4,1,3,7,0,70,No,1,9.587497148072098
College Graduate,Single,36864,204,5,39,17,0,89,3,5,2,4,8,0,66,Yes,1,11.274013232945471
Master,Married,44511,513,7,133,46,14,14,6,8,4,8,8,0,53,No,1,11.109742185717545
PhD,Married,36947,88,3,21,4,1,29,4,3,0,4,9,0,56,No,2,11.290440337668263
Master,Together,47352,172,12,112,8,0,15,4,6,1,5,7,0,72,No,1,10.614191193246635
Master,Married,67087,329,35,222,130,35,43,2,7,5,8,4,0,70,No,1,9.929614419347478
College Graduate,Married,57045,296,13,104,11,13,17,3,4,2,9,3,0,73,No,1,11.202829112480037
PhD,Divorced,36957,100,2,16,2,1,31,4,3,2,2,9,0,70,Yes,2,11.208304814054301
PhD,Married,69389,422,7,238,69,46,15,1,7,2,12,4,0,46,No,1,11.148072096737394
College Graduate,Married,80134,1218,16,272,104,0,80,2,5,3,6,6,0,51,Yes,1,10.507415012548483
Master,Married,43142,5,1,7,2,1,4,1,1,0,2,7,0,54,No,2,9.757129819758156
College Graduate,Married,80589,507,93,520,242,40,26,1,5,10,5,1,0,79,Yes,0,9.831051791010722
College Graduate,Single,34412,52,12,50,4,36,55,3,5,0,3,9,0,33,No,1,10.770134610997033
College Graduate,Single,57537,191,56,139,51,8,100,4,4,3,8,4,0,44,No,1,10.449920146018709
High School,Together,22634,2,23,11,8,6,46,1,2,1,2,8,0,57,No,0,10.846794433036733
College Graduate,Together,51315,68,28,39,16,30,41,1,2,2,5,2,0,75,No,0,9.743440565822496
College Graduate,Married,36026,20,4,10,6,4,17,2,2,0,3,6,0,51,No,3,9.686059776408852
College Graduate,Married,24639,20,3,16,0,4,1,3,2,0,4,6,0,50,No,2,9.81462468628793
PhD,Together,34578,7,0,1,0,0,0,1,1,0,2,6,0,51,No,3,9.614875655943418
Technical School,Single,65704,279,172,74,38,8,246,1,2,10,10,1,0,51,No,0,10.107688797627196
College Graduate,Single,63810,977,12,253,16,12,101,4,4,3,12,8,0,57,Yes,1,11.027492584987451
PhD,Together,54132,30,1,8,0,0,3,1,1,0,3,7,0,54,No,1,9.76260552133242
College Graduate,Married,18690,6,1,7,23,4,19,1,1,1,2,8,0,64,No,0,10.898813597992243
College Graduate,Married,28164,3,18,26,11,8,12,3,2,0,4,7,0,53,No,1,10.551220625142596
PhD,Married,34596,14,0,2,0,0,7,1,1,0,2,8,0,49,No,1,10.60871549167237
PhD,Married,43269,10,1,7,0,0,1,1,1,0,2,8,0,51,No,1,10.181610768879763
Technical School,Single,38741,7,10,17,8,6,13,2,2,0,3,7,0,65,No,2,9.647729865389003
College Graduate,Single,31907,33,87,64,175,16,74,1,6,1,6,7,0,51,No,0,10.718115446041523
Master,Married,27100,12,0,13,2,0,10,1,1,0,3,7,0,40,No,1,10.630618297969427
Technical School,Divorced,31163,2,3,10,11,2,10,1,1,0,3,6,0,50,No,1,9.770819073693817
College Graduate,Married,92533,693,21,118,110,147,42,1,6,5,11,2,0,38,Yes,0,9.924138717773214
College Graduate,Single,34853,9,3,15,2,3,2,2,2,0,3,6,0,50,No,2,9.913187314624686
College Graduate,Divorced,70844,129,26,67,3,67,2,5,6,1,5,7,0,56,No,2,10.06114533424595
Technical School,Married,31086,16,2,11,3,0,16,2,1,1,2,8,0,44,Yes,2,10.551220625142596
College Graduate,Married,60544,201,2,43,3,5,35,4,5,1,5,6,0,62,No,2,11.241159023499884
Technical School,Together,20491,5,4,5,4,2,10,1,0,1,2,7,0,37,No,0,10.822153775952543
College Graduate,Married,42523,14,36,11,3,26,35,1,1,1,4,2,0,59,No,0,9.582021446497833
College Graduate,Married,39922,29,12,59,19,1,36,2,3,0,4,8,0,40,No,1,10.767396760209902
College Graduate,Together,33402,26,2,19,10,5,8,3,2,1,3,8,0,71,No,2,10.345881816107688
Master,Married,36408,9,1,4,3,2,3,1,1,0,2,6,0,74,No,2,10.167921514944103
College Graduate,Together,21645,14,0,23,4,5,19,3,3,0,3,9,0,44,Yes,1,11.216518366415697
Master,Widow,78427,972,19,595,180,26,138,3,3,7,10,3,0,75,Yes,0,11.07688797627196
College Graduate,Together,82657,966,168,672,246,105,126,1,7,5,10,4,0,77,Yes,0,10.15149441022131
College Graduate,Married,51876,99,27,102,28,48,6,1,2,2,8,1,0,65,No,0,10.102213096052932
Technical School,Married,78041,482,35,553,72,160,17,1,4,4,9,2,0,52,No,0,10.931667807437828
College Graduate,Married,52852,714,8,99,11,0,47,4,10,7,5,8,0,66,Yes,1,10.97273556924481
PhD,Together,70038,587,54,348,71,54,130,1,4,4,8,2,0,41,No,0,10.074834588181611
Technical School,Together,69401,399,27,159,58,8,39,4,4,4,5,2,0,50,No,1,9.666894820898928
College Graduate,Together,46053,56,10,92,19,7,25,3,3,2,4,5,0,51,No,1,10.759183207848505
College Graduate,Married,77343,227,151,573,98,54,31,1,3,4,9,1,0,58,No,0,9.453342459502624
College Graduate,Single,73892,703,102,601,0,58,43,1,3,11,8,1,0,70,Yes,0,10.02270134610997
PhD,Single,40304,37,0,17,0,0,3,1,2,0,3,7,0,56,No,1,10.143280857859914
PhD,Together,32727,167,13,180,86,13,70,2,7,3,5,8,0,58,No,0,11.232945471138489
College Graduate,Together,68695,458,81,356,106,50,40,1,4,4,7,2,0,54,No,0,9.40953684690851
College Graduate,Divorced,43300,91,3,52,2,1,31,3,4,0,4,8,0,52,Yes,1,11.107004334930414
College Graduate,Together,26290,15,8,16,11,5,22,4,2,0,4,6,0,51,No,2,10.857745836185261
College Graduate,Single,93790,1302,68,731,89,114,45,0,6,7,12,2,0,53,Yes,0,9.773556924480948
PhD,Married,38410,153,64,123,116,64,14,2,5,2,9,6,0,49,Yes,0,11.186402007757245
Master,Widow,64866,508,5,21,7,5,10,4,7,3,7,5,0,73,Yes,1,9.820100387862194
College Graduate,Together,57957,290,59,177,77,5,29,7,4,6,8,3,1,64,No,1,10.258270590919462
PhD,Together,46015,38,0,2,0,0,6,1,1,0,3,7,0,68,Yes,2,9.609399954369154
College Graduate,Together,16531,2,13,6,7,5,11,3,3,0,3,7,0,45,No,1,9.428701802418436
Master,Married,28072,30,0,10,2,0,5,1,1,0,3,7,0,37,No,1,10.37326032397901
Master,Divorced,49476,386,23,95,54,41,196,4,2,11,5,2,0,60,No,1,10.422541638147388
College Graduate,Married,50725,443,10,75,0,10,48,4,8,1,8,8,0,70,No,1,10.770134610997033
College Graduate,Together,83844,901,31,345,75,31,191,1,4,4,11,1,0,71,Yes,0,10.52931781884554
PhD,Married,41145,9,0,3,0,0,1,1,0,0,3,3,0,73,No,2,9.784508327629478
College Graduate,Together,67419,846,84,352,91,56,42,4,9,4,8,5,0,53,No,1,10.846794433036733
Technical School,Married,23162,8,3,9,19,4,22,3,1,1,3,6,0,53,No,2,9.91866301619895
College Graduate,Married,34380,72,7,58,13,1,24,4,4,1,3,8,0,46,No,1,10.55669632671686
College Graduate,Single,34704,29,0,5,0,1,5,1,1,0,3,5,0,57,No,1,10.570385580652522
PhD,Married,94871,169,24,553,188,0,144,1,8,5,4,7,0,54,Yes,2,11.22199406798996
College Graduate,Married,65148,460,35,422,33,12,153,2,6,6,7,4,0,65,No,1,11.01380333105179
College Graduate,Together,39898,69,8,26,12,7,12,2,3,0,4,7,0,69,No,1,10.772872461784166
Master,Single,64857,556,14,717,210,0,43,1,7,5,10,4,0,67,No,0,10.994638375541866
PhD,Married,59892,73,0,13,0,1,0,1,2,1,3,3,0,53,No,1,10.052931781884554
Master,Single,41020,112,1,54,7,7,36,1,3,2,4,3,0,36,No,0,10.066621035820216
PhD,Married,57072,944,0,60,0,0,30,2,7,5,13,5,0,62,Yes,1,9.825576089436458
College Graduate,Single,60474,265,199,303,234,9,170,7,10,2,12,7,0,44,No,1,10.641569701117955
College Graduate,Together,62807,526,28,135,10,21,99,3,5,3,12,5,0,63,No,1,11.224731918777092
Technical School,Together,19414,2,3,12,3,5,7,1,1,0,3,8,0,42,No,1,10.0994752452658
College Graduate,Married,19107,2,4,9,10,5,16,2,1,0,3,7,0,43,No,1,10.250057038558065
Technical School,Together,75484,378,97,259,197,194,34,2,7,3,6,4,0,47,No,1,11.304129591603923
Master,Single,70379,553,25,142,65,67,8,3,6,3,13,4,0,47,No,1,10.720853296828656
Master,Together,79419,751,127,687,20,15,31,1,4,6,4,2,0,53,No,0,9.417750399269908
PhD,Together,64014,406,0,30,0,0,8,7,8,2,5,7,0,77,Yes,3,9.450604608715492
College Graduate,Married,76998,1449,89,161,69,35,107,2,11,8,8,6,0,68,Yes,1,10.860483686972392
Master,Together,49854,123,17,171,39,0,30,5,6,2,5,6,0,51,No,1,10.030914898471366
PhD,Married,60585,267,42,309,55,42,21,10,7,4,9,5,0,52,Yes,2,10.41159023499886
PhD,Divorced,42873,209,0,40,3,2,15,4,6,1,4,8,0,73,No,2,10.833105179101072
College Graduate,Together,87679,1259,172,815,97,148,33,1,7,11,10,4,0,35,Yes,0,10.3212411590235
College Graduate,Together,57867,344,35,178,15,23,17,7,7,2,9,6,0,45,No,1,10.140543007072782
College Graduate,Married,35765,22,3,30,0,5,15,2,2,0,4,6,0,33,No,1,9.94604152407027
College Graduate,Married,65492,247,161,295,210,85,47,2,4,7,13,2,0,64,No,0,9.820100387862194
College Graduate,Divorced,32952,38,0,12,3,1,1,1,2,0,3,7,0,46,No,1,9.973420031941592
PhD,Together,53374,896,10,101,13,10,34,6,4,2,9,9,0,54,Yes,1,11.265799680584074
College Graduate,Together,71706,931,56,253,91,98,14,4,9,5,7,5,0,64,No,1,11.022016883413187
College Graduate,Married,68487,758,12,385,33,89,89,1,9,7,13,4,0,35,No,0,10.855007985398128
Master,Together,53253,216,9,57,20,9,125,7,4,3,5,5,0,48,No,2,10.775610312571297
Technical School,Divorced,31163,2,3,10,11,2,10,1,1,0,3,6,0,50,No,1,9.770819073693817
College Graduate,Married,42014,244,15,108,4,15,50,6,7,1,6,8,0,46,Yes,1,11.263061829796943
Master,Married,54108,539,6,91,8,6,97,13,8,2,9,8,0,50,No,2,11.043919689710243
PhD,Single,49667,1181,26,120,17,13,39,2,5,10,5,8,0,68,Yes,0,11.254848277435546
Master,Married,63206,750,8,125,11,8,26,1,4,3,6,2,0,49,Yes,0,9.675108373260324
Master,Married,57136,306,5,109,21,109,92,9,5,2,10,6,0,51,No,2,10.370522473191878
Technical School,Together,46772,350,104,189,197,151,57,6,11,8,5,8,0,48,Yes,1,11.03844398813598
PhD,Married,78931,331,197,170,58,152,35,1,2,8,13,1,0,52,No,0,10.074834588181611
College Graduate,Together,53977,620,16,165,0,24,82,5,5,5,12,5,0,65,No,1,10.455395847592973
College Graduate,Married,84219,434,137,400,45,137,45,1,3,4,10,1,0,35,No,0,9.80093543235227
Master,Single,46098,57,0,27,0,0,36,4,3,2,2,8,0,48,No,2,11.26032397900981
College Graduate,Married,73538,811,76,428,99,137,107,3,10,4,9,7,0,58,No,1,10.989162673967602
College Graduate,Married,79529,423,42,706,73,197,197,1,4,8,9,2,0,37,No,0,9.571070043349305
Technical School,Together,20981,2,12,10,6,13,30,1,3,1,2,8,0,46,Yes,0,10.562172028291124
College Graduate,Single,51766,60,51,87,6,20,51,2,4,2,4,5,0,43,No,1,9.699749030344513
College Graduate,Married,55759,675,0,85,10,7,77,5,10,3,8,8,0,61,No,1,10.980949121606205
College Graduate,Married,33039,30,8,12,8,8,12,1,2,0,4,5,0,45,No,1,10.200775724389688
Master,Married,37787,40,1,40,4,3,18,1,3,0,3,8,0,51,No,1,10.170659365731234
College Graduate,Single,27242,3,17,26,20,1,39,2,2,0,3,9,0,53,Yes,1,11.027492584987451
PhD,Single,87188,910,111,724,49,74,55,1,10,2,6,3,0,40,Yes,0,10.469085101528634
College Graduate,Together,69930,252,98,827,219,70,196,1,4,5,12,3,0,52,No,0,10.49098790782569
College Graduate,Single,37697,34,6,21,11,4,8,1,2,1,3,6,0,47,No,1,9.78724617841661
PhD,Married,37401,19,3,19,3,1,3,2,2,0,3,7,0,50,No,1,9.546429386265116
College Graduate,Single,3502,2,1,1,0,0,1,0,0,0,0,14,0,50,No,1,10.60871549167237
College Graduate,Married,58597,490,0,184,10,28,21,12,7,4,9,7,0,47,No,2,11.002851927903261
PhD,Widow,82032,332,194,377,149,125,57,0,4,6,7,1,0,75,No,0,9.63130276066621
College Graduate,Together,28087,53,8,17,13,0,21,3,2,2,2,7,0,65,No,2,10.945357061373487
PhD,Single,74004,784,48,560,42,176,48,1,4,6,4,3,0,36,Yes,0,9.740702715035363
College Graduate,Together,19740,7,11,3,10,4,20,2,1,1,3,5,0,63,No,1,10.663472507415014
Technical School,Married,57036,1171,43,219,19,14,47,4,6,3,13,9,0,48,Yes,1,10.945357061373487
Technical School,Together,53083,215,7,33,3,0,13,6,5,1,5,7,0,65,Yes,2,10.521104266484144
PhD,Married,69283,674,62,134,0,26,8,4,7,3,13,5,0,48,No,1,9.439653205566964
Master,Single,46098,57,0,27,0,0,36,4,3,2,2,8,0,48,Yes,2,11.26032397900981
Technical School,Married,23331,5,36,7,0,10,45,2,3,0,3,8,0,35,No,1,11.213780515628565
Technical School,Single,23331,104,20,101,24,15,5,6,5,1,5,9,0,35,No,1,11.12890714122747
College Graduate,Single,9255,9,0,7,2,0,4,1,1,1,2,8,0,34,No,1,9.921400866986081
PhD,Widow,67786,431,82,441,80,20,102,1,3,6,6,1,0,64,Yes,0,9.9569929272188
PhD,Married,71969,1000,0,76,0,0,10,3,3,4,9,8,0,52,Yes,1,11.098790782569017
Master,Single,59235,448,40,469,80,0,91,3,11,2,12,7,0,56,No,1,10.857745836185261
College Graduate,Together,31928,33,4,24,4,2,5,2,3,0,4,7,0,34,No,1,9.653205566963267
Master,Together,74881,505,72,270,36,27,54,4,9,2,12,5,0,62,No,2,10.707164042892995
College Graduate,Married,65819,267,38,701,149,165,63,1,5,4,10,3,0,45,No,0,10.978211270819074
PhD,Single,51411,14,0,3,0,0,1,1,0,0,3,5,0,70,No,3,10.49098790782569
College Graduate,Divorced,51983,631,0,115,10,7,30,3,9,2,10,7,0,59,No,1,11.224731918777092
Master,Together,42386,65,4,16,0,4,11,1,3,0,3,8,0,37,No,1,10.855007985398128
Technical School,Married,30390,10,12,12,25,1,20,1,2,0,3,6,0,36,No,0,10.219940679899613
College Graduate,Single,30983,51,4,50,12,1,49,1,4,0,3,8,0,60,Yes,0,11.032968286561715
College Graduate,Widow,66033,293,35,179,46,59,65,2,8,3,7,7,0,66,No,1,10.835843029888204
Technical School,Married,37284,11,1,2,2,1,6,1,0,0,3,6,0,48,No,2,10.649783253479352
Master,Divorced,57530,50,1,27,6,7,1,1,1,1,4,1,0,72,No,1,10.110426648414329
Technical School,Married,76800,173,26,255,35,71,81,1,4,4,7,1,0,58,No,0,9.707848505589778
College Graduate,Married,63943,423,184,368,13,97,21,1,6,4,6,5,0,67,No,1,11.219256217202828
College Graduate,Together,76081,292,30,415,63,33,200,1,4,5,4,2,0,61,Yes,0,9.49988592288387
College Graduate,Married,67445,757,80,217,29,80,11,5,9,6,12,6,0,49,No,1,11.276751083732602
Master,Married,37054,12,1,6,0,1,5,2,1,0,3,7,0,56,No,2,10.184348619666896
Master,Together,47175,167,2,44,6,2,19,7,4,2,4,8,0,61,Yes,2,11.065936573123432
College Graduate,Divorced,31859,3,1,3,8,0,5,1,1,0,2,7,0,47,No,1,10.43896874287018
College Graduate,Divorced,27215,30,5,22,8,9,28,4,2,1,4,6,0,62,No,3,10.827629477526807
PhD,Divorced,70179,532,88,168,69,44,133,3,7,3,13,5,0,47,No,1,10.337668263746293
College Graduate,Married,39922,29,12,59,19,1,36,2,3,0,4,8,0,40,No,1,10.767396760209902
Master,Married,49681,411,0,26,0,0,21,6,7,1,7,7,0,47,No,2,10.047342003194158
College Graduate,Married,24645,5,3,4,4,1,0,1,1,0,2,8,0,35,No,1,11.054985169974904
College Graduate,Divorced,79865,71,99,278,185,121,38,1,5,10,5,1,0,69,No,1,9.428701802418436
College Graduate,Married,44322,46,0,40,3,0,3,2,3,0,3,8,0,38,No,1,9.4341775039927
College Graduate,Single,47958,268,11,88,15,3,22,2,6,3,5,5,0,71,No,1,10.838580880675336
Master,Single,63972,928,63,254,0,12,12,4,5,4,10,4,0,59,Yes,1,10.969997718457677
College Graduate,Together,75315,459,15,171,142,23,31,2,5,4,12,2,0,69,No,1,9.60392425279489
PhD,Married,55517,483,0,108,0,6,36,5,11,1,6,9,0,73,Yes,2,11.150809947524527
PhD,Married,75283,733,9,180,12,19,66,11,6,3,5,4,0,66,No,3,10.655258955053617
PhD,Single,82800,1006,22,115,59,68,45,1,7,6,12,3,0,77,Yes,0,10.991900524754733
College Graduate,Married,38998,34,1,14,0,0,5,3,2,0,3,8,1,69,No,2,11.04950946840064
Master,Single,90638,1156,120,915,94,144,96,1,3,4,10,1,0,32,Yes,0,9.770819073693817
Master,Married,27161,7,4,23,7,0,11,1,1,0,3,7,0,37,No,1,10.066621035820216
College Graduate,Married,42014,244,15,108,4,15,50,6,7,1,6,8,0,46,Yes,1,11.263061829796943
PhD,Together,38201,233,0,23,0,0,12,4,5,1,5,8,0,63,No,1,10.649783253479352
College Graduate,Together,45203,35,3,67,10,8,24,1,3,1,3,6,0,41,Yes,2,9.666894820898928
PhD,Together,81574,1252,0,465,46,35,0,1,4,5,8,1,0,76,Yes,0,9.568332192562172
College Graduate,Married,34935,34,4,66,3,10,20,1,2,1,4,7,0,31,No,0,10.419803787360255
Master,Single,60482,255,43,134,37,14,24,1,7,2,7,7,0,47,No,1,10.827629477526807
College Graduate,Together,34633,8,1,5,0,0,1,1,1,0,2,6,0,67,No,3,9.828313940223591
Master,Together,78093,368,32,639,13,43,10,1,4,7,5,1,0,76,No,0,9.94604152407027
College Graduate,Divorced,82460,255,47,573,52,32,15,1,5,3,6,1,0,73,No,0,9.97068218115446
Master,Together,45903,33,8,10,2,10,3,2,2,1,3,4,0,57,No,1,9.582021446497833
College Graduate,Divorced,81361,163,23,424,27,65,76,1,3,10,13,1,0,36,Yes,0,9.737964864248232
PhD,Divorced,35860,15,0,8,4,2,20,2,1,1,2,5,0,50,Yes,2,9.510837326032398
Master,Together,40442,45,12,52,25,22,13,4,3,1,4,7,0,71,Yes,2,11.257586128222679
College Graduate,Married,61482,48,58,68,16,66,43,1,3,2,6,2,0,58,No,0,9.404061145334246
College Graduate,Married,34968,158,6,45,8,2,2,7,3,2,5,7,0,43,No,1,10.616929044033768
College Graduate,Married,75794,754,160,625,63,32,48,1,7,5,12,3,0,36,Yes,0,9.910449463837553
PhD,Together,31497,108,1,28,13,1,4,2,3,1,4,8,0,61,No,1,10.959046315309148
College Graduate,Married,74268,199,66,315,97,174,41,1,4,3,5,2,0,68,No,0,10.767396760209902
High School,Together,13724,2,7,5,2,15,27,1,2,0,2,9,0,35,Yes,1,11.224731918777092
Master,Together,45143,202,5,74,11,5,14,3,6,1,5,7,0,58,No,1,10.239105635409537
PhD,Single,52569,85,0,3,0,0,7,1,2,0,4,3,0,56,No,1,9.63130276066621
PhD,Single,48432,322,3,50,4,3,42,5,7,1,6,8,0,50,Yes,1,11.093315080994753
Master,Together,17144,18,2,19,0,2,6,5,3,0,4,7,0,63,No,2,9.765343372119553
College Graduate,Single,36108,141,8,129,3,11,47,3,7,1,4,9,0,39,Yes,1,10.102213096052932
College Graduate,Married,76445,739,107,309,140,80,35,1,2,5,13,6,0,52,No,1,11.148072096737394
PhD,Married,36663,18,0,6,3,3,5,1,1,1,3,2,0,48,No,1,9.57654574492357
Master,Married,53843,378,0,88,19,4,73,4,8,5,3,7,0,58,No,1,10.403376682637463
Master,Married,90226,1083,108,649,253,151,108,1,4,7,12,2,0,67,Yes,0,11.153547798311658
Master,Divorced,70638,1016,12,215,16,12,63,1,4,5,10,3,0,68,Yes,0,10.474560803102898
College Graduate,Together,44512,23,1,6,0,0,2,2,1,0,3,4,0,63,No,2,10.228154232261009
College Graduate,Married,27116,12,1,21,2,2,3,2,2,0,3,7,0,62,No,2,9.72427561031257
PhD,Married,54072,35,0,4,0,0,0,1,2,0,2,8,0,60,No,2,10.3212411590235
College Graduate,Married,71855,548,31,422,0,112,28,4,5,5,11,3,0,46,No,1,10.846794433036733
Technical School,Single,51250,342,32,230,34,32,40,5,10,5,4,9,0,33,Yes,1,10.647045402692221
Master,Married,60432,365,3,15,4,3,11,5,7,2,5,6,0,50,No,1,9.705110654802645
PhD,Married,65526,397,19,69,12,0,9,1,4,4,8,2,0,59,No,1,9.614875655943418
College Graduate,Single,68655,456,19,832,75,118,38,1,4,5,11,3,0,35,No,0,11.282226785306866
Technical School,Married,12393,5,6,15,11,7,13,1,2,0,3,9,0,45,No,0,10.964522016883413
College Graduate,Single,64509,836,185,575,24,25,77,1,6,3,9,4,0,33,Yes,0,10.263746292493726
College Graduate,Single,33955,100,2,128,23,7,10,4,5,1,5,8,0,48,No,1,10.285649098790783
College Graduate,Married,31353,10,0,10,3,1,7,2,1,1,2,8,0,46,Yes,2,9.896760209901894
College Graduate,Married,55434,238,115,215,169,69,76,3,5,3,13,4,0,39,No,1,10.129591603924252
College Graduate,Together,28359,6,0,5,2,1,2,1,1,0,2,7,0,40,No,1,10.069358886607347
College Graduate,Single,57100,158,11,99,15,11,17,2,3,2,7,3,0,36,No,1,9.513575176819531
College Graduate,Married,69139,86,12,75,33,15,6,1,4,1,5,4,0,58,No,1,9.817362537075063
Master,Married,52973,856,0,76,12,9,199,7,9,6,9,8,0,67,No,1,11.035706137348848
PhD,Together,51717,98,1,17,0,1,5,1,3,0,4,7,0,58,Yes,1,10.25553274013233
College Graduate,Married,18793,4,16,20,0,17,20,3,2,0,4,8,0,52,No,1,10.857745836185261
Technical School,Together,66664,398,96,447,220,96,32,1,5,7,6,3,0,41,No,0,11.156285649098791
College Graduate,Single,50664,313,8,104,6,4,126,9,8,1,6,9,0,64,No,2,10.846794433036733
College Graduate,Together,54414,109,18,16,24,26,18,4,3,1,5,4,0,60,No,2,10.827629477526807
PhD,Married,54549,216,2,6,0,0,9,2,5,1,4,7,0,71,No,1,9.72153775952544
PhD,Widow,47111,595,71,153,120,112,41,6,3,2,10,9,0,52,No,1,11.202829112480037
PhD,Divorced,41003,123,133,142,71,44,88,1,6,2,8,6,0,60,No,0,10.682637462924937
College Graduate,Together,19444,16,0,23,3,2,10,3,4,1,2,7,0,41,Yes,1,9.746178416609627
Technical School,Together,36301,11,12,35,3,5,12,1,3,0,3,7,0,47,No,1,10.074834588181611
PhD,Together,73059,410,112,420,0,82,71,1,9,3,13,4,0,76,No,1,10.225416381473877
PhD,Together,42731,159,2,51,6,2,24,3,4,1,5,5,0,54,No,1,10.08578599133014
PhD,Married,52854,105,0,10,0,1,0,2,2,1,4,5,0,64,No,2,9.664156970111796
College Graduate,Together,22775,5,1,8,0,0,1,1,1,0,2,8,0,45,No,1,10.42527948893452
PhD,Together,46681,269,15,69,15,19,38,2,4,6,4,5,0,75,No,2,10.121378051562857
PhD,Married,59821,629,0,70,0,0,35,6,11,2,7,8,0,68,No,1,10.611453342459503
College Graduate,Divorced,50002,443,5,71,21,16,82,2,8,2,7,7,0,69,No,1,10.430755190508785
College Graduate,Married,69755,217,77,373,111,23,93,1,3,6,12,1,0,78,No,0,10.13780515628565
College Graduate,Married,44078,24,1,10,2,0,4,2,2,0,3,5,0,54,No,2,9.425963951631303
Master,Together,30560,9,1,5,4,5,7,1,1,0,3,7,0,47,No,1,10.403376682637463
Master,Together,35924,8,0,14,2,3,7,1,1,0,3,5,0,54,No,2,9.666894820898928
PhD,Divorced,64140,1459,0,61,0,15,215,5,2,5,6,5,0,59,Yes,2,10.162445813369839
College Graduate,Together,56386,230,48,214,13,32,75,8,9,1,7,9,0,42,No,2,11.068674423910563
High School,Together,24594,1,3,6,10,0,9,1,1,0,3,5,0,44,No,1,9.948779374857404
Technical School,Together,75774,340,21,134,258,14,56,1,7,5,8,4,0,42,No,1,9.557380789413644
Master,Divorced,39228,7,1,6,0,3,3,1,0,0,3,4,0,63,No,0,10.534793520419804
Master,Married,58494,298,7,68,4,0,19,2,6,2,6,6,0,49,No,1,9.94330367328314
College Graduate,Single,58684,479,35,179,28,7,85,1,5,3,12,2,0,42,Yes,0,9.4341775039927
College Graduate,Divorced,57136,267,140,599,34,12,127,1,7,5,7,6,0,56,Yes,0,10.512890714122747
PhD,Widow,56551,67,4,32,17,2,16,3,2,1,4,4,0,73,No,2,9.543691535477983
College Graduate,Married,22448,3,1,8,23,2,18,3,2,1,3,3,0,41,No,1,9.735227013461099
College Graduate,Single,82014,980,37,265,35,163,31,1,3,6,12,6,0,62,Yes,0,11.254848277435546
College Graduate,Widow,34213,50,4,28,6,3,26,3,3,1,2,9,0,60,Yes,2,11.205566963267168
College Graduate,Together,157146,1,0,1725,2,1,1,0,0,28,0,1,0,46,No,0,10.564909879078257
PhD,Widow,25358,19,0,5,0,0,8,2,1,0,3,6,0,76,No,1,10.33493041295916
